mag_id	completeness	contamination	contigs	total_length	gc	n50	sample_accession	run_accession	country	project_accession	study_accession	database_origin	reference	rep_95id	rep_99id	taxonomy	species	food_name	sample_name	origin	ingredient_group	main_ingredient	food_type	consistency	alcohol_level	acid_type	fermentation_temperature	aging_time
MASTER_WP4_UNINA_1__PR005_71775__bin.12	98.79802956	0.679975802	318	2999454	30.82	15074	SAMN40695685	SRR28523090	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	ODFM-BA-A-0172-001_Clostridium_tyrobutyricum_FAM22553	MASTER_WP4_UNINA_1__PR005_71775__bin.12	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium_B	Clostridium B tyrobutyricum	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR005_71775__bin.15	83.9375	0.3125	22	862345	45.2	77119	SAMN40695685	SRR28523090	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	DeFilippisF_xxxx__DF_96__bin.15	DeFilippisF_xxxx__DF_96__bin.15	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus parafarraginis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR006_71775__bin.4	83.81132756	4.863980716	452	1772872	34.89	4394	SAMN40695682	SRR28523093	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	MAG_501	MASTER_WP4_UNINA_1__PR006_71775__bin.4	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR006_71775__bin.6	88.11191649	0.817610063	234	1817936	40.28	10326	SAMN40695682	SRR28523093	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FontanaF_2023__SRR20746866__bin.6	WalshL_xxxx__F1__bin.5	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus_A	Lactococcus A raffinolactis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR006_71775__bin.3	83.45062405	0.946477765	286	1351518	36.12	5700	SAMN40695682	SRR28523093	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FontanaF_2023__SRR20746979__bin.3	MASTER_WP4_UNINA_1__PR006_71775__bin.3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus helveticus	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR006_71775__bin.2	77.92207792	0	34	970988	50.9	51022	SAMN40695682	SRR28523093	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	GCF_006740305.1_ASM674030v1_genomic	DeFilippisF_xxxx__DF_62__bin.5	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus delbrueckii	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR011_71775__bin.8	89.37229437	0	105	1386206	51.05	22245	SAMN40695678	SRR28523097	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	GCF_006740305.1_ASM674030v1_genomic	DeFilippisF_xxxx__DF_62__bin.5	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus delbrueckii	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR012_71775__bin.8	61.14420063	1.724137931	322	1072362	39.65	3856	SAMN40695683	SRR28523092	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	DeFilippisF_xxxx__DF_100__bin.11	MASTER_WP4_UNINA_1__PR012_71775__bin.8	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus_A	Lactococcus A carnosus	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR012_71775__bin.5	91.28787879	0.146103896	157	1455597	51.01	13155	SAMN40695683	SRR28523092	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	GCF_006740305.1_ASM674030v1_genomic	DeFilippisF_xxxx__DF_62__bin.5	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus delbrueckii	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.29	86.9286754	0.254730713	46	1494422	39.08	56295	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	Wy2_bin.circ.1	Wy2_bin.circ.1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	Streptococcus thermophilus	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.2	90.57398932	1.530797101	168	2133608	46.86	18319	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FontanaF_2023__SRR20746951__bin.4	MAG_353	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus paracasei	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.24	58.96551724	0	113	1209855	35.61	14303	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus cremoris	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.17	90.52410681	2.777777778	197	2516414	45.09	16749	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FalardeauJ_2023__SRR20811279__bin.3	FalardeauJ_2023__SRR20811279__bin.3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.8	98.9375	1.964285714	267	2953884	40.05	15170	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3	FontanaF_2023__SRR20746856__bin.2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus diolivorans	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.1	97.44140625	0	24	2209912	42.57	121706	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	GCF_001434145.1_ASM143414v1_genomic	GCF_001434145.1_ASM143414v1_genomic	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus otakiensis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.6	63.61413043	1.086956522	210	1489562	42.98	8007	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	LandisEA_2021__SRS5653333__bin.1	MASTER_WP4_UNINA_1__AS211_71775__bin.12	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus	Loigolactobacillus coryniformis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.12	87.53829017	3.996101365	746	4058726	70.26	7568	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	WolfeBE_2014__771_Tarentaise__bin.3	MASTER_WP4_UNINA_1__PR102_71775__bin.12	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium	Brachybacterium tyrofermentans	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.27	79.77598566	0.277777778	29	1810280	32.44	173311	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FalardeauJ_2023__SRR20811285__bin.2	FalardeauJ_2023__SRR20811285__bin.2	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	Staphylococcus xylosus	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.19	53.44827586	0	337	1747369	64.59	6383	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	YangC_2021__SRR13259376__bin.8	MASTER_WP4_UNINA_1__PR102_71775__bin.19	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Arthrobacter_H	Arthrobacter H rhombi A	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.15	58.88714734	3.448275862	352	2968961	62.34	10883	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	AlvarezOrdonezA_xxxx__Q03-30__bin.5	MASTER_WP4_UNINA_1__PR102_71775__bin.15	Actinomycetota;Actinomycetes;Actinomycetales;Brevibacteriaceae;Brevibacterium	NA	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR102_71775__bin.33	97.3	0	417	11616037	36.26	47182	SAMN40695679	SRR28523096	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	MASTER_WP4_UNINA_1__GO005_71775__bin.6	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces	Debaryomyces hansenii group 1	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR107_71775__bin.4	93.4373098	2.13836478	320	2509925	34.8	11672	SAMN40695676	SRR28523099	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	MAG_501	MAG_501	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
