representative_95id,domain,phylum,class,order,family,genus,species
GCF_007988905.1_ASM798890v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter kanchanaburiensis
GCF_007989765.1_ASM798976v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus siliginis
GCF_007991375.1_ASM799137v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter nitrogenifigens
GCF_007991935.1_ASM799193v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus nantensis
GCF_007992055.1_ASM799205v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus mindensis
GCF_008033155.1_ASM803315v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus malefermentans
GCF_008632615.1_ASM863261v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus nenjiangensis
GCF_008694105.1_ASM869410v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Schleiferilactobacillus,Schleiferilactobacillus harbinensis
GCF_008876665.1_ASM887666v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus frumenti
GCF_009184845.1_ASM918484v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus manihotivorans
GCF_009295845.1_ASM929584v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus zymae
GCF_009428965.1_ASM942896v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus pontis
GCF_009913915.1_ASM991391v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc mesenteroides
GCF_010306265.1_ASM1030626v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella sagaensis
GCF_011516735.1_ASM1151673v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter fallax
GCF_011516755.1_ASM1151675v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter conturbans
GCF_011516835.1_ASM1151683v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter musti
GCF_011516885.1_ASM1151688v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter lambici
GCF_011611525.1_ASM1161152v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,Komagataeibacter rhaeticus
GCF_012396435.1_ASM1239643v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella hellenica
GCF_012396505.1_ASM1239650v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Periweissella,Periweissella fabalis
GCF_015244665.1_ASM1524466v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter_A,Gluconobacter A japonicus
GCF_015244675.1_ASM1524467v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter cerevisiae
GCF_016861655.1_ASM1686165v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus lanxiensis
GCF_019655995.1_ASM1965599v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc holzapfelii
GCF_019656015.1_ASM1965601v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae A
GCF_019656055.1_ASM1965605v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc miyukkimchii
GCF_019656075.1_ASM1965607v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc palmae
GCF_020510245.1_ASM2051024v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni
GCF_023061185.1_ASM2306118v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Chromohalobacter,Chromohalobacter beijerinckii
GCF_023091965.1_ASM2309196v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Chromohalobacter,Chromohalobacter moromii
GCF_025211165.1_ASM2521116v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Periweissella,Periweissella beninensis
GCF_900116935.1_Chromosome_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus acidipiscis
GCF_900187015.1_50465_F01_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia ficaria
GCF_900618535.1_TH39_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E bubulae
GCF_918814575.1_ASM91881457v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Periweissella,Periweissella fabaria
GCF_918814755.1_ASM91881475v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Periweissella,Periweissella ghanensis
G_24_1A_oryzifermentans_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter oryzifermentans
G_275_1B_tropicalis_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter tropicalis
G_275_3_oxydans_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter potus
G_35_1B_malorum_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter malorum A
G_361_1B_senegalensis_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter senegalensis
G_514_1B_orientalis_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter orientalis
G_517_1B_acetobacter_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter sp937875265
GonzalezOrozcoB_2023__SRR19505782__bin.12,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas riyadhensis
Imad_S-8.bin.4,Bacteria,Bacillota,Bacilli,Mycoplasmatales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis agalactiae
KastmanEK_2016__CSB694__bin.4,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,
KastmanEK_2016__CSB694__bin.6,Bacteria,Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Jeotgalicoccus,
KharnaiorP_2023__SRR22859377__bin.10,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_D,Enterococcus D sp001297065
KharnaiorP_2023__SRR22859377__bin.11,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium permense
KharnaiorP_2023__SRR22859377__bin.19,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium conglomeratum
KharnaiorP_2023__SRR22859377__bin.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella pseudogrignonensis
KharnaiorP_2023__SRR22859377__bin.9,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus fluvialis
KharnaiorP_2023__SRR22859379__bin.2,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus
KharnaiorP_2023__SRR22859379__bin.8,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus
KumarJ_2019__SRS4562503__bin.5,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus gallinarum
KumarJ_2019__SRS4562503__bin.9,Bacteria,Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Jeotgalicoccus,Jeotgalicoccus nanhaiensis
L1.2_bin.2,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus pasteuri
LandisEA_2021__SRS5653132__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus inopinatus
LandisEA_2021__SRS5653137__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus crustorum
LandisEA_2021__SRS5653152__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus milii
LandisEA_2021__SRS5653155__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus parabuchneri
LandisEA_2021__SRS5653168__bin.6,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus rossiae
LandisEA_2021__SRS5653333__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Loigolactobacillus coryniformis
LandisEA_2021__SRS5653374__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus faecigallinarum
LandisEA_2021__SRS5653374__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,
LandisEA_2021__SRS5653399__bin.4,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus sanfranciscensis
LeechJ_2020__ERS3967688__bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
LeechJ_2020__ERS3967688__bin.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio cholerae
LeechJ_2020__ERS3967690__bin.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E peli
LeechJ_2020__ERS3967690__bin.4,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter_A,Gluconobacter A sp014132155
LeechJ_2020__ERS3967691__bin.13,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria
LeechJ_2020__ERS3967692__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,
LeechJ_2020__ERS3967692__bin.4,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus sp937874185
LeechJ_2020__ERS3967697__bin.7,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter sp018811945
LeechJ_2020__ERS3967699__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,Rahnella rivi
LeechJ_2020__ERS3967699__bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E endophytica
LeechJ_2020__ERS3967699__bin.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E sp003014915
LeechJ_2020__ERS3967699__bin.8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E orientalis A
LeechJ_2020__ERS3967701__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera cryocrescens
LeechJ_2020__ERS3967701__bin.5,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans
LeechJ_2020__ERS3967702__bin.2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chishuiella,
LeechJ_2020__ERS3967702__bin.3,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Kurthia,Kurthia gibsonii
LeechJ_2020__ERS3967703__bin.6,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus mucosae
LeechJ_2020__ERS3967706__bin.3,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum
LeechJ_2020__ERS3967707__bin.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,Lelliottia sp000016325
LeechJ_2020__ERS3967711__bin.13,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,Rahnella variigena
LeechJ_2020__ERS3967711__bin.14,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp910589675
LeechJ_2020__ERS3967712__bin.13,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,
LeechJ_2020__ERS3967715__bin.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium cyclohexanicum
LeechJ_2020__ERS3967715__bin.10,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herminiimonas,
LeechJ_2020__ERS3967715__bin.12,Bacteria,Bacillota,Clostridia,Oscillospirales,Ethanoligenentaceae,Ethanoligenens,
LeechJ_2020__ERS3967715__bin.5,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
LeechJ_2020__ERS3967715__bin.8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rouxiella,
LeechJ_2020__ERS3967716__bin.4,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,Rhodovastum sp937874445
LeechJ_2020__ERS3967722__bin.12,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus sp937874695
LeechJ_2020__ERS3967722__bin.6,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,
LeechJ_2020__ERS3967723__bin.17,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,Komagataeibacter xylinus
LeechJ_2020__ERS3967723__bin.8,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus sp004010835
LeechJ_2020__ERS3967724__bin.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter sp937900755
LeechJ_2020__ERS3967728__bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter sp937880175
LeechJ_2020__ERS3967734__bin.7,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,JAKVJE01,
LeechJ_2020__ERS3967734__bin.8,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium thoenii
LeechJ_2020__ERS3967737__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,
LeechJ_2020__ERS3967740__bin.10,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus parvulus
LeechJ_2020__ERS3967740__bin.11,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus silagei
LeechJ_2020__ERS3967740__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Microvirgula,Microvirgula aerodenitrificans
LeechJ_2020__ERS3967741__bin.4,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus A mycoides
LeechJ_2020__ERS3967741__bin.9,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc gasicomitatum
LeechJ_xxxx__AF06__bin.4,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium faecipullorum
LeechJ_xxxx__AF06__bin.8,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,Alloiococcus sp035301245
LeechJ_xxxx__AF10__bin.10,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,
LeechJ_xxxx__AF10__bin.16,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,
LeechJ_xxxx__AF11__bin.2,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium provencense
LeechJ_xxxx__AF15__bin.4,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus A pacificus
LeechJ_xxxx__AF15__bin.6,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Savagea,Savagea sp030147435
LeechJ_xxxx__AF15__bin.7,Bacteria,Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,,
LeechJ_xxxx__AF17__bin.5,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia tropica
LeechJ_xxxx__AF18__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus galli
LeechJ_xxxx__AF21__bin.7,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus sp028764065
LeechJ_xxxx__AF23__bin.7,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,
LeechJ_xxxx__AF23__bin.9,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
LeechJ_xxxx__AF24__bin.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus simulans
LeechJ_xxxx__AF25__bin.5,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus laojiaonis
LeechJ_xxxx__AF27__bin.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mixta,
LeechJ_xxxx__AF27__bin.5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E parafulva B
LeechJ_xxxx__AF31__bin.3,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter peroxydans
LeechJ_xxxx__AF41__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus merdavium
LeechJ_xxxx__AF41__bin.4,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylolyticus
LeechJ_xxxx__AF43__bin.10,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus sp938004015
LeechJ_xxxx__AF43__bin.11,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp937960785
LeechJ_xxxx__AF43__bin.12,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,
LeechJ_xxxx__AF43__bin.3,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,
LeechJ_xxxx__AF43__bin.5,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp012518125
LeechJ_xxxx__AF43__bin.8,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Yaniella,Yaniella sp029267455
LeechJ_xxxx__AF45__bin.11,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium jeikeium D
LeechJ_xxxx__AF45__bin.5,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sp030152825
LeechJ_xxxx__AF45__bin.7,Bacteria,Bacillota,Bacilli,Bacillales_B,Bacillaceae_C,Siminovitchia,
LeechJ_xxxx__AF45__bin.9,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus condimenti
LeechJ_xxxx__AF47__bin.6,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Savagea,Savagea sp030152265
LeechJ_xxxx__AF49__bin.4,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici A
LeechJ_xxxx__AF51__bin.9,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter oryzoeni
LeechJ_xxxx__AF52__bin.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus boronitolerans
LeechJ_xxxx__AF53__bin.10,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharobutylicum
LeechJ_xxxx__AF54__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E paracarnis
LeechJ_xxxx__AF55__bin.10,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus fructosus
LeechJ_xxxx__AF55__bin.16,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
LeechJ_xxxx__AF55__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,
LeechJ_xxxx__AF55__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Zymobacter,Zymobacter palmae
LeechJ_xxxx__AF56__bin.5,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Savagea,Savagea serpentis
LeechJ_xxxx__AF57__bin.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium_F,Clostridium F botulinum
LeechJ_xxxx__AF57__bin.5,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes pullistercoris
LeechJ_xxxx__AF57__bin.8,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus_A,Vagococcus A lutrae
LeechJ_xxxx__AF59__bin.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudochrobactrum,Pseudochrobactrum saccharolyticum
LeechJ_xxxx__AF59__bin.15,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Galactobacter,
LeechJ_xxxx__AF59__bin.16,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter creatinolyticus
LeechJ_xxxx__AF59__bin.3,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium phoceense A
LeechJ_xxxx__AF59__bin.5,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp040392405
LeechJ_xxxx__AF59__bin.6,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Paenochrobactrum,Paenochrobactrum gallinarii
LeechJ_xxxx__AF59__bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella shanghaiense
LeechJ_xxxx__AF63__bin.4,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora xylanisolvens
LeechJ_xxxx__AF66__bin.10,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium beijerinckii
LeechJ_xxxx__AF66__bin.13,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus taiwanensis
LeechJ_xxxx__AF68__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus hircilactis
LeechJ_xxxx__AF68__bin.13,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,,
LeechJ_xxxx__AF68__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus vaccinostercus
LeechJ_xxxx__AF72__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,
LeechJ_xxxx__AF73__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,
LeechJ_xxxx__AF73__bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter_D,Enterobacter D kobei A
LeechJ_xxxx__AF74__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,
LeechJ_xxxx__AF76__bin.15,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter dublinensis
LeechJ_xxxx__AF78__bin.4,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri
LeechJ_xxxx__AF80__bin.2,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Ureibacillus,Ureibacillus thermosphaericus
LeechJ_xxxx__AF81__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc sp900554745
LeechJ_xxxx__AF81__bin.6,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Periweissella,
LeechJ_xxxx__AF82__bin.13,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
LeechJ_xxxx__AF83__bin.7,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus pettenkoferi
