Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,grain.base.bleached.wheat,grain.base.rye,grain.base.unbleached,grain.base.whole.wheat,host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,sample.identifier.original,Sample Name,Seasnlty,SRA Study,temp
SRR10450829,AMPLICON,502,10790992,PRJNA589612,SAMN13285376,Metagenome or environmental,7015226,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145635,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_511,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,511,S_511,7152,SRP230115,164
SRR10450830,AMPLICON,502,9490812,PRJNA589612,SAMN13285375,Metagenome or environmental,6067854,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145634,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_510,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,510,S_510,8166,SRP230115,98
SRR10450831,AMPLICON,502,15650352,PRJNA589612,SAMN13285374,Metagenome or environmental,10300496,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145633,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_51,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,51,S_51,8534,SRP230115,129
SRR10450832,AMPLICON,502,11097212,PRJNA589612,SAMN13285373,Metagenome or environmental,7578978,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145632,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_509,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,509,S_509,7014,SRP230115,121
SRR10450833,AMPLICON,502,11240784,PRJNA589612,SAMN13285013,Metagenome or environmental,7240266,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145631,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_14,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,14,S_14,9209,SRP230115,79
SRR10450834,AMPLICON,502,8154990,PRJNA589612,SAMN13284977,Metagenome or environmental,5626840,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145630,USA,North America,USA,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_102,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,102,S_102,7258,SRP230115,154
SRR10450835,AMPLICON,502,11697102,PRJNA589612,SAMN13285372,Metagenome or environmental,7710325,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145629,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_508,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,508,S_508,4561,SRP230115,222
SRR10450836,AMPLICON,502,12876802,PRJNA589612,SAMN13285371,Metagenome or environmental,8587225,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145628,USA,North America,USA,NA,NA,NA,NA,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_507,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,507,S_507,8534,SRP230115,129
SRR10450837,AMPLICON,502,10771916,PRJNA589612,SAMN13285370,Metagenome or environmental,7112230,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145627,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_506,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,506,S_506,4981,SRP230115,45
SRR10450838,AMPLICON,502,10986270,PRJNA589612,SAMN13285369,Metagenome or environmental,7461382,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145626,Canada,North America,Canada,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_505,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,505,S_505,10760,SRP230115,61
SRR10450839,AMPLICON,502,10750832,PRJNA589612,SAMN13285368,Metagenome or environmental,7324487,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145625,USA,North America,USA,NA,NA,NA,NA,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_504,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,504,S_504,4457,SRP230115,165
SRR10450840,AMPLICON,502,10073634,PRJNA589612,SAMN13285367,Metagenome or environmental,6728581,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145624,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_502,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,502,S_502,7590,SRP230115,147
SRR10450841,AMPLICON,502,9991808,PRJNA589612,SAMN13285366,Metagenome or environmental,6812872,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145623,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_501,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,501,S_501,6175,SRP230115,205
SRR10450842,AMPLICON,502,17080550,PRJNA589612,SAMN13285365,Metagenome or environmental,11724833,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145622,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_50,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,50,S_50,9584,SRP230115,47
SRR10450843,AMPLICON,502,14906388,PRJNA589612,SAMN13285364,Metagenome or environmental,9696223,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145621,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_5,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,5,S_5,4722,SRP230115,106
SRR10450844,AMPLICON,502,14552478,PRJNA589612,SAMN13285363,Metagenome or environmental,9524209,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145620,USA,North America,USA,0,1,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_498,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,498,S_498,7230,SRP230115,125
SRR10450845,AMPLICON,502,8094750,PRJNA589612,SAMN13285012,Metagenome or environmental,5353867,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145619,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_139,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,139,S_139,4935,SRP230115,104
SRR10450846,AMPLICON,502,11157452,PRJNA589612,SAMN13285072,Metagenome or environmental,7700528,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145618,USA,North America,USA,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_194,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:48:00Z,1,194,S_194,3313,SRP230115,174
SRR10450847,AMPLICON,502,9308084,PRJNA589612,SAMN13285071,Metagenome or environmental,6014699,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145617,USA,North America,USA,0,1,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_193,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:52:00Z,1,193,S_193,3412,SRP230115,143
SRR10450848,AMPLICON,502,9140416,PRJNA589612,SAMN13285070,Metagenome or environmental,5848405,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145616,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_192,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:52:00Z,1,192,S_192,3050,SRP230115,139
SRR10450849,AMPLICON,502,9218226,PRJNA589612,SAMN13285069,Metagenome or environmental,6139020,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145615,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_191,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:53:00Z,1,191,S_191,8716,SRP230115,157
SRR10450850,AMPLICON,502,10931552,PRJNA589612,SAMN13285068,Metagenome or environmental,7560603,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145614,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_190,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:53:00Z,1,190,S_190,8077,SRP230115,159
SRR10450851,AMPLICON,502,13597674,PRJNA589612,SAMN13285067,Metagenome or environmental,8907383,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145613,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_19,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:53:00Z,1,19,S_19,8472,SRP230115,101
SRR10450852,AMPLICON,502,10157970,PRJNA589612,SAMN13285066,Metagenome or environmental,6873623,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145612,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_189,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:53:00Z,1,189,S_189,4226,SRP230115,160
SRR10450853,AMPLICON,502,11483752,PRJNA589612,SAMN13285065,Metagenome or environmental,7598734,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145611,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_188,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:53:00Z,1,188,S_188,9813,SRP230115,99
SRR10450854,AMPLICON,502,8991322,PRJNA589612,SAMN13285064,Metagenome or environmental,6021009,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145610,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_187,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:53:00Z,1,187,S_187,9813,SRP230115,99
SRR10450855,AMPLICON,502,9687094,PRJNA589612,SAMN13285063,Metagenome or environmental,6567497,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145609,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_186,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:53:00Z,1,186,S_186,9628,SRP230115,123
SRR10450856,AMPLICON,502,9744322,PRJNA589612,SAMN13284982,Metagenome or environmental,6319170,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145608,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_109,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:53:00Z,1,109,S_109,8769,SRP230115,96
SRR10450857,AMPLICON,502,8317136,PRJNA589612,SAMN13285062,Metagenome or environmental,5639307,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145607,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_185,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:53:00Z,1,185,S_185,8882,SRP230115,95
SRR10450858,AMPLICON,502,12915456,PRJNA589612,SAMN13285061,Metagenome or environmental,8930374,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145606,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_184,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,184,S_184,14189,SRP230115,-28
SRR10450859,AMPLICON,502,13063546,PRJNA589612,SAMN13285060,Metagenome or environmental,8978865,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145605,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_183,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,183,S_183,10538,SRP230115,77
SRR10450860,AMPLICON,502,9574646,PRJNA589612,SAMN13285059,Metagenome or environmental,6125593,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145604,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_182,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,182,S_182,9626,SRP230115,127
SRR10450861,AMPLICON,502,7151994,PRJNA589612,SAMN13285058,Metagenome or environmental,4826924,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145603,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_181,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,181,S_181,4719,SRP230115,93
SRR10450862,AMPLICON,502,8500868,PRJNA589612,SAMN13285057,Metagenome or environmental,5836854,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145602,USA,North America,USA,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_180,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,180,S_180,11643,SRP230115,66
SRR10450863,AMPLICON,502,15764306,PRJNA589612,SAMN13285056,Metagenome or environmental,10206317,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145601,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_18,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,18,S_18,6221,SRP230115,195
SRR10450864,AMPLICON,502,7035530,PRJNA589612,SAMN13285055,Metagenome or environmental,4810222,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145600,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_179,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,179,S_179,4630,SRP230115,224
SRR10450865,AMPLICON,502,7192656,PRJNA589612,SAMN13285054,Metagenome or environmental,4903018,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145599,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_177,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,177,S_177,4784,SRP230115,103
SRR10450866,AMPLICON,502,10762880,PRJNA589612,SAMN13285053,Metagenome or environmental,7003026,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145598,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_176,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,176,S_176,9006,SRP230115,97
SRR10450867,AMPLICON,502,12520382,PRJNA589612,SAMN13284981,Metagenome or environmental,7995682,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145597,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_106,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,106,S_106,4950,SRP230115,152
SRR10450868,AMPLICON,502,9573642,PRJNA589612,SAMN13285052,Metagenome or environmental,6537938,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145596,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_175,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,175,S_175,8124,SRP230115,48
SRR10450869,AMPLICON,502,7696162,PRJNA589612,SAMN13285051,Metagenome or environmental,5363898,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145595,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_174,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,174,S_174,4529,SRP230115,147
SRR10450870,AMPLICON,502,7582710,PRJNA589612,SAMN13285050,Metagenome or environmental,4958209,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145594,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_173,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,173,S_173,4944,SRP230115,104
SRR10450871,AMPLICON,502,4186178,PRJNA589612,SAMN13285049,Metagenome or environmental,2682032,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145593,USA,North America,USA,1,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_172,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,172,S_172,3412,SRP230115,143
SRR10450872,AMPLICON,502,8576670,PRJNA589612,SAMN13285048,Metagenome or environmental,5572104,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145592,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_171,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,171,S_171,3301,SRP230115,107
SRR10450873,AMPLICON,502,7660520,PRJNA589612,SAMN13285047,Metagenome or environmental,5099804,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145591,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_170,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,170,S_170,9088,SRP230115,98
SRR10450874,AMPLICON,502,15253772,PRJNA589612,SAMN13285046,Metagenome or environmental,10051739,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145590,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_17,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,17,S_17,9789,SRP230115,94
SRR10450875,AMPLICON,502,7807606,PRJNA589612,SAMN13285045,Metagenome or environmental,5193079,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145589,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_169,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,169,S_169,9088,SRP230115,98
SRR10450876,AMPLICON,502,9785486,PRJNA589612,SAMN13285044,Metagenome or environmental,6589366,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145588,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_168,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,168,S_168,11510,SRP230115,71
SRR10450877,AMPLICON,502,12103722,PRJNA589612,SAMN13285043,Metagenome or environmental,8047098,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145587,USA,North America,USA,NA,NA,NA,NA,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_167,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,167,S_167,7981,SRP230115,136
SRR10450878,AMPLICON,502,9644424,PRJNA589612,SAMN13284980,Metagenome or environmental,6189218,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145586,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_105,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,105,S_105,8748,SRP230115,111
SRR10450879,AMPLICON,502,9323144,PRJNA589612,SAMN13285042,Metagenome or environmental,6215171,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145585,USA,North America,USA,NA,NA,NA,NA,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_166,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:54:00Z,1,166,S_166,10100,SRP230115,76
