Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Category,Center Name,Collection_Date,Consent,dataset_name,DATASTORE filetype,DATASTORE provider,DATASTORE region,dna_extraction_kit,Experiment,fermented/non-fermented,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,library_layout,Library Name,LibraryLayout,LibrarySelection,LibrarySource,max_read_len,mean_read_len,median_read_len,min_read_len,n_of_bases,n_of_reads,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sequencing_platform,SRA Study,subtype,Type
SRR28523140,WGS,277,7005754194,PRJNA1094419,SAMN40695551,Metagenome or environmental,2329254892,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124103,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_72,PAIRED,RANDOM,METAGENOMIC,150,"149,4956849",150,75,7005754194,46852673,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:34:00Z,1,DS_72,Illumina_NovaSeq_6000,SRP499185,salame_felino,salami
SRR28523141,WGS,271,7170391577,PRJNA1094419,SAMN40695550,Metagenome or environmental,2393458690,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124102,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_49,PAIRED,RANDOM,METAGENOMIC,150,"149,4242524",150,75,7170391577,47978936,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:41:00Z,1,DS_49,Illumina_NovaSeq_6000,SRP499185,salame_felino,salami
SRR28523142,WGS,294,6735650933,PRJNA1094419,SAMN40695549,Metagenome or environmental,2313849568,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124101,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_112,PAIRED,RANDOM,METAGENOMIC,150,"149,4474227",150,75,6735650933,45043405,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:36:00Z,1,DS_112,Illumina_NovaSeq_6000,SRP499185,salame_felino,salami
SRR28523143,WGS,279,6540304568,PRJNA1094419,SAMN40695548,Metagenome or environmental,2172240183,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124100,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_108,PAIRED,RANDOM,METAGENOMIC,150,"149,4738116",150,75,6540304568,43745072,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:37:00Z,1,DS_108,Illumina_NovaSeq_6000,SRP499185,salame_felino,salami
SRR28523144,WGS,293,9189576764,PRJNA1094419,SAMN40695547,Metagenome or environmental,3037228556,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124099,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_107,PAIRED,RANDOM,METAGENOMIC,150,"149,470339",150,75,9189576764,61429446,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:54:00Z,1,DS_107,Illumina_NovaSeq_6000,SRP499185,salame_campagnolo,salami
SRR28523145,WGS,282,6052986660,PRJNA1094419,SAMN40695546,Metagenome or environmental,2073013164,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124098,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_106,PAIRED,RANDOM,METAGENOMIC,150,"149,4832564",150,75,6052986660,40481730,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:36:00Z,1,DS_106,Illumina_NovaSeq_6000,SRP499185,salame_al_cinghiale,salami
SRR28523146,WGS,299,7998543448,PRJNA1094419,SAMN40695474,Metagenome or environmental,2637136838,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124097,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_67,PAIRED,RANDOM,METAGENOMIC,150,"148,1783232",150,75,7998543448,53441705,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:37:00Z,1,DF_67,Illumina_NovaSeq_6000,SRP499185,pecorino_bagnolese,cheese
SRR28523147,WGS,292,6910592679,PRJNA1094419,SAMN40695545,Metagenome or environmental,2421879525,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124096,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_105,PAIRED,RANDOM,METAGENOMIC,150,"149,4381832",150,75,6910592679,46211128,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:27:00Z,1,DS_105,Illumina_NovaSeq_6000,SRP499185,salame_negronetto,salami
SRR28523148,WGS,276,7354824623,PRJNA1094419,SAMN40695544,Metagenome or environmental,2442349991,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124095,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_81,PAIRED,RANDOM,METAGENOMIC,150,"149,456794",150,75,7354824623,49195454,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:35:00Z,1,DS_81,Illumina_NovaSeq_6000,SRP499185,salame_napoli,salami
SRR28523149,WGS,291,7481409854,PRJNA1094419,SAMN40695543,Metagenome or environmental,2500652857,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124094,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_69,PAIRED,RANDOM,METAGENOMIC,150,"149,5070726",150,75,7481409854,50008016,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:37:00Z,1,DS_69,Illumina_NovaSeq_6000,SRP499185,salame_napoli,salami
SRR28523150,WGS,293,8076122590,PRJNA1094419,SAMN40695542,Metagenome or environmental,2670831366,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124093,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_63,PAIRED,RANDOM,METAGENOMIC,150,"149,4077508",150,75,8076122590,53975210,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:41:00Z,1,DS_63,Illumina_NovaSeq_6000,SRP499185,salame_napoli,salami
SRR28523151,WGS,286,6646862618,PRJNA1094419,SAMN40695541,Metagenome or environmental,2251547603,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124092,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_53,PAIRED,RANDOM,METAGENOMIC,150,"149,4681588",150,75,6646862618,44442878,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:33:00Z,1,DS_53,Illumina_NovaSeq_6000,SRP499185,salame_napoli,salami
SRR28523152,WGS,292,8017950416,PRJNA1094419,SAMN40695540,Metagenome or environmental,2680978420,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124091,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_50,PAIRED,RANDOM,METAGENOMIC,150,"149,4847389",150,75,8017950416,53598449,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:46:00Z,1,DS_50,Illumina_NovaSeq_6000,SRP499185,salame_napoli,salami
SRR28523153,WGS,278,6731598714,PRJNA1094419,SAMN40695539,Metagenome or environmental,2301601633,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124090,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_116,PAIRED,RANDOM,METAGENOMIC,150,"149,422341",150,75,6731598714,45038220,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:41:00Z,1,DS_116,Illumina_NovaSeq_6000,SRP499185,salame_napoli,salami
SRR28523154,WGS,296,9961392964,PRJNA1094419,SAMN40695538,Metagenome or environmental,3268194224,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124089,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_110,PAIRED,RANDOM,METAGENOMIC,150,"149,3915367",150,75,9961392964,66600219,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:44:00Z,1,DS_110,Illumina_NovaSeq_6000,SRP499185,salame_napoli,salami
SRR28523155,WGS,283,6595324438,PRJNA1094419,SAMN40695537,Metagenome or environmental,2302389757,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124088,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_103,PAIRED,RANDOM,METAGENOMIC,150,"149,4692513",150,75,6595324438,44116696,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:32:00Z,1,DS_103,Illumina_NovaSeq_6000,SRP499185,salame_napoli,salami
SRR28523156,WGS,283,7200780638,PRJNA1094419,SAMN40695536,Metagenome or environmental,2384515275,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124087,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_10,PAIRED,RANDOM,METAGENOMIC,150,"149,5085112",150,75,7200780638,48145330,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:28:00Z,1,DS_10,Illumina_NovaSeq_6000,SRP499185,salame_napoli,salami
SRR28523157,WGS,298,8647648602,PRJNA1094419,SAMN40695473,Metagenome or environmental,2901187194,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124086,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_121,PAIRED,RANDOM,METAGENOMIC,150,"146,628496",150,75,8647648602,57796192,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:42:00Z,1,DF_121,Illumina_NovaSeq_6000,SRP499185,pecorino_bagnolese,cheese
SRR28523158,WGS,295,9150019296,PRJNA1094419,SAMN40695535,Metagenome or environmental,3038020853,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124085,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_1,PAIRED,RANDOM,METAGENOMIC,150,"149,4601742",150,75,9150019296,61149606,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:45:00Z,1,DS_1,Illumina_NovaSeq_6000,SRP499185,soppressata_dolce,salami
SRR28523159,WGS,298,8795212483,PRJNA1094419,SAMN40695534,Metagenome or environmental,2863446132,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124084,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_96,PAIRED,RANDOM,METAGENOMIC,150,"148,6538716",150,75,8795212483,58777011,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:53:00Z,1,DF_96,Illumina_NovaSeq_6000,SRP499185,caciocavallo_ragusano,cheese
SRR28523160,WGS,299,8140843501,PRJNA1094419,SAMN40695533,Metagenome or environmental,2674251399,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124083,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_95,PAIRED,RANDOM,METAGENOMIC,150,"147,8291411",150,75,8140843501,54390000,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:42:00Z,1,DF_95,Illumina_NovaSeq_6000,SRP499185,pecorino_di_fossa,cheese
SRR28523161,WGS,298,7297983517,PRJNA1094419,SAMN40695532,Metagenome or environmental,2398187725,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124082,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_8,PAIRED,RANDOM,METAGENOMIC,150,"148,4021931",150,75,7297983517,48789569,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:44:00Z,1,DF_8,Illumina_NovaSeq_6000,SRP499185,tatie,cheese
SRR28523162,WGS,298,8492776226,PRJNA1094419,SAMN40695531,Metagenome or environmental,2791332543,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124081,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_73,PAIRED,RANDOM,METAGENOMIC,150,"147,8123549",150,75,8492776226,56761520,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:30:00Z,1,DF_73,Illumina_NovaSeq_6000,SRP499185,provolone_valpadana,cheese
SRR28523163,WGS,298,8389568702,PRJNA1094419,SAMN40695530,Metagenome or environmental,2757839105,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124080,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_75,PAIRED,RANDOM,METAGENOMIC,150,"147,786892",150,75,8389568702,56076108,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:52:00Z,1,DF_75,Illumina_NovaSeq_6000,SRP499185,caciocavallo_silano,cheese
SRR28523164,WGS,297,6900937696,PRJNA1094419,SAMN40695529,Metagenome or environmental,2268321505,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124079,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_6,PAIRED,RANDOM,METAGENOMIC,150,"148,9506312",150,75,6900937696,46119733,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:46:00Z,1,DF_6,Illumina_NovaSeq_6000,SRP499185,caciocavallo_silano,cheese
SRR28523165,WGS,298,9262021874,PRJNA1094419,SAMN40695528,Metagenome or environmental,3149090602,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124078,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_79,PAIRED,RANDOM,METAGENOMIC,150,"148,5519396",150,75,9262021874,61928898,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:32:00Z,1,DF_79,Illumina_NovaSeq_6000,SRP499185,castelmagno,cheese
SRR28523166,WGS,298,8631738310,PRJNA1094419,SAMN40695527,Metagenome or environmental,2893745906,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124077,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_5,PAIRED,RANDOM,METAGENOMIC,150,"146,2797358",150,75,8631738310,57693818,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:32:00Z,1,DF_5,Illumina_NovaSeq_6000,SRP499185,castelmagno,cheese
SRR28523167,WGS,278,17015280291,PRJNA1094419,SAMN40695654,Metagenome or environmental,5518551755,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124076,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,GO013_71775,PAIRED,RANDOM,METAGENOMIC,151,"139,168282",151,50,17015280291,122264068,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:23:00Z,1,GO013_71775,Illumina_NovaSeq_6000,SRP499185,gorgonzola,cheese
SRR28523168,WGS,271,16966297306,PRJNA1094419,SAMN40695653,Metagenome or environmental,5575009090,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124075,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,GO003_71775,PAIRED,RANDOM,METAGENOMIC,151,"135,9708794",151,50,16966297306,124778904,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:55:00Z,1,GO003_71775,Illumina_NovaSeq_6000,SRP499185,gorgonzola,cheese
SRR28523169,WGS,269,17241653941,PRJNA1094419,SAMN40695652,Metagenome or environmental,5634009614,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124074,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,GO001_73417,PAIRED,RANDOM,METAGENOMIC,151,"134,6047154",151,50,17241653941,128091010,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:38:00Z,1,GO001_73417,Illumina_NovaSeq_6000,SRP499185,gorgonzola,cheese
SRR28523170,WGS,277,20746934886,PRJNA1094419,SAMN40695651,Metagenome or environmental,6825810016,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124073,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,GO202_71775,PAIRED,RANDOM,METAGENOMIC,151,"138,8621323",151,50,20746934886,149406714,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:01:00Z,1,GO202_71775,Illumina_NovaSeq_6000,SRP499185,gorgonzola,cheese
SRR28523171,WGS,295,19117928729,PRJNA1094419,SAMN40695650,Metagenome or environmental,6287577510,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124072,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,GO102_71775,PAIRED,RANDOM,METAGENOMIC,151,"147,9844015",151,50,19117928729,129188810,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:10:00Z,1,GO102_71775,Illumina_NovaSeq_6000,SRP499185,gorgonzola,cheese
SRR28523172,WGS,282,15704773202,PRJNA1094419,SAMN40695649,Metagenome or environmental,5293524871,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124071,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,GO011_71775,PAIRED,RANDOM,METAGENOMIC,151,"141,2360968",151,50,15704773202,111195180,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:53:00Z,1,GO011_71775,Illumina_NovaSeq_6000,SRP499185,gorgonzola,cheese
SRR28523173,WGS,295,15736847576,PRJNA1094419,SAMN40695648,Metagenome or environmental,5209294363,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124070,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,PS007_71775,PAIRED,RANDOM,METAGENOMIC,151,"147,9308458",151,50,15736847576,106379758,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:07:00Z,1,PS007_71775,Illumina_NovaSeq_6000,SRP499185,pecorino_sardo,cheese
SRR28523174,WGS,294,18439966241,PRJNA1094419,SAMN40695647,Metagenome or environmental,6124877369,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124069,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,PM005_71775,PAIRED,RANDOM,METAGENOMIC,151,"147,4484757",151,50,18439966241,125060406,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:45:00Z,1,PM005_71775,Illumina_NovaSeq_6000,SRP499185,provolone_del_monaco,cheese
SRR28523175,WGS,292,14169919932,PRJNA1094419,SAMN40695646,Metagenome or environmental,4744882305,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124068,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,PM012_71775,PAIRED,RANDOM,METAGENOMIC,151,"146,0140638",151,50,14169919932,97044898,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:13:00Z,1,PM012_71775,Illumina_NovaSeq_6000,SRP499185,provolone_del_monaco,cheese
SRR28523176,WGS,298,8289815488,PRJNA1094419,SAMN40695484,Metagenome or environmental,2771652248,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124067,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_113,PAIRED,RANDOM,METAGENOMIC,150,"146,737377",150,75,8289815488,55406562,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:47:00Z,1,DF_113,Illumina_NovaSeq_6000,SRP499185,fiore_sardo,cheese
SRR28523177,WGS,293,17658724373,PRJNA1094419,SAMN40695645,Metagenome or environmental,5775070655,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124066,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,PM013_71775,PAIRED,RANDOM,METAGENOMIC,151,"146,5618308",151,50,17658724373,120486516,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:01:00Z,1,PM013_71775,Illumina_NovaSeq_6000,SRP499185,provolone_del_monaco,cheese
SRR28523178,WGS,293,15498791650,PRJNA1094419,SAMN40695644,Metagenome or environmental,5140042411,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124065,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,PM003_71775,PAIRED,RANDOM,METAGENOMIC,151,"146,9768855",151,50,15498791650,105450538,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:47:00Z,1,PM003_71775,Illumina_NovaSeq_6000,SRP499185,provolone_del_monaco,cheese
SRR28523179,WGS,294,14884741565,PRJNA1094419,SAMN40695643,Metagenome or environmental,4934531559,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124064,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,PM001_71775,PAIRED,RANDOM,METAGENOMIC,151,"147,3065771",151,50,14884741565,101046008,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:53:00Z,1,PM001_71775,Illumina_NovaSeq_6000,SRP499185,provolone_del_monaco,cheese
