genome,cluster,score
MASTER_WP4_CSIC_1__P2243_73323__bin.14.fa,489_1,78.32773263974914
MASTER_WP4_CSIC_2__P2581__bin.19.fa,489_2,75.04514364189157
MASTER_WP4_CSIC_2__P2615__bin.6.fa,489_3,73.1460238326431
MASTER_WP4_CSIC_2__P2619__bin.8.fa,489_4,80.15841776974848
MASTER_WP4_CSIC_2__P2621__bin.8.fa,489_5,85.71410180056306
DeFilippisF_xxxx__DF_45__bin.9.fa,489_6,76.76370634056823
FontanaF_2023__SRR20746874__bin.5.fa,489_7,86.12780779898345
FontanaF_2023__SRR20746866__bin.4.fa,489_8,64.00843821598657
CM_UNINA_FFOOD__FFOOD_327__bin.5.fa,489_9,65.08224314609436
MASTER_WP4_UNINA_1__AS001_71775__bin.20.fa,489_10,99.3751831547664
MotaGutierrezJ_2021__SRR11602150__bin.9.fa,489_11,101.69639429102241
MotaGutierrezJ_2021__SRR11602141__bin.22.fa,489_12,79.9350923261493
DeFilippisF_xxxx__DF_39__bin.1.fa,489_13,51.86314148772725
DeFilippisF_xxxx__DF_16__bin.11.fa,489_14,71.52796150391134
HeilCS_2018__Old_Warehouse_metagenome__bin.8.fa,489_15,76.75727437956182
LeechJ_xxxx__AF54__bin.8.fa,489_16,60.523205380340215
DeFilippisF_xxxx__DS_50__bin.12.fa,489_17,101.36180148209236
MASTER_WP4_TEAGASC_1__TGS10-30__bin.9.fa,489_18,66.547717062234
KharnaiorP_2023__SRR22859379__bin.7.fa,489_19,54.22087330960972
FontanaF_2023__SRR20746964__bin.7.fa,489_20,100.87142058406711
MASTER_WP4_CSIC_1__P2245_73323__bin.24.fa,489_21,86.2673468907221
MASTER_WP4_TEAGASC_1__TGS06-29__bin.7.fa,489_22,61.608404800933876
DeFilippisF_xxxx__DF_4__bin.13.fa,489_23,50.51927221007924
CM_UNINA_FFOOD__FFOOD_319__bin.19.fa,489_24,65.47337571107278
MASTER_WP4_CSIC_2__P2610__bin.18.fa,489_25,56.47969690418106
MASTER_WP4_CSIC_2__P2574__bin.1.fa,489_26,98.24917306559271
MASTER_WP4_CSIC_2__P2631__bin.1.fa,489_27,100.1032067172576
MASTER_WP4_CSIC_2__P2590__bin.12.fa,489_28,60.508072503770705
DeFilippisF_xxxx__DS_64__bin.17.fa,489_29,80.46549506648408
MASTER_WP4_CSIC_2__P2604__bin.5.fa,489_30,84.26177344958552
YasirM_2022__SRR18335014__bin.2.fa,489_31,86.37688441156833
LandisEA_2021__SRS5653333__bin.2.fa,489_32,101.6127360482133
MAG_534.fa,489_33,55.05627925726634
EinsonEJ_2018__SRS2706106__bin.9.fa,489_34,45.68157999021005
LeechJ_2020__ERS3967696__bin.5.fa,489_35,90.27043432401102
MASTER_WP4_CSIC_2__P2549__bin.6.fa,489_36,66.54094965635755
EinsonEJ_2018__SRS2706109__bin.3.fa,489_37,60.379651842490595
LandisEA_2021__SRS5653199__bin.4.fa,489_38,86.3032224604695
LeechJ_2020__ERS3967738__bin.3.fa,489_39,45.0721116885787
MASTER_WP4_UNINA_1__PR207_71775__bin.3.fa,489_40,56.759713544560874
GCF_001436675.1_ASM143667v1_genomic.fa,490_1,100.57500573108032
GCF_003946545.1_ASM394654v1_genomic.fa,490_2,100.97647068110712
MAG_336.fa,491_1,46.66364888573256
LeechJ_xxxx__AF68__bin.3.fa,491_2,85.67270940060719
MAG_341.fa,491_3,49.89631350061443
MAG_514.fa,491_4,68.73551733752709
MotaGutierrezJ_2021__SRR11602143__bin.16.fa,492_1,53.93046546000625
MotaGutierrezJ_2021__SRR11602148__bin.1.fa,493_1,88.53786654098786
GCF_003124125.1_ASM312412v1_genomic.fa,494_0,91.81478887993913
GCF_008632615.1_ASM863261v1_genomic.fa,495_1,100.73141048649421
MASTER_WP4_TEAGASC_1__TGS06-30__bin.7.fa,495_2,54.13221969920951
DeFilippisF_xxxx__DF_7__bin.8.fa,496_1,98.19005884534596
MASTER_WP4_TEAGASC_1__TGS01-29__bin.2.fa,497_1,100.03375436991108
MASTER_WP4_TEAGASC_1__TGS06-22__bin.7.fa,497_2,81.89181309261656
GCF_005405145.1_ASM540514v1_genomic.fa,498_0,68.28518218649351
DeFilippisF_xxxx__DS_1__bin.17.fa,499_1,93.04864935394626
GCF_003967595.1_ASM396759v1_genomic.fa,500_1,96.92018440232755
LandisEA_2021__SRS5653137__bin.2.fa,501_1,96.88540440848614
LandisEA_2021__SRS5652903__bin.2.fa,501_2,77.37082218840132
GCF_001434585.1_ASM143458v1_genomic.fa,501_3,96.58762702441689
MAG_536.fa,501_4,39.84352718902548
GCF_006007945.1_ASM600794v1_genomic.fa,502_1,98.74013077518528
DeFilippisF_xxxx__DF_5__bin.11.fa,502_2,74.40112269150873
EBC_098.21.fa,502_3,94.32791076867568
GCF_003573535.1_ASM357353v1_genomic.fa,502_4,94.65324424438613
GCF_004745525.1_ASM474552v1_genomic.fa,503_0,98.33815285373305
MASTER_WP4_UNINA_1__FI010_71775__bin.21.fa,504_1,89.60279176968774
GCF_001434985.1_ASM143498v1_genomic.fa,505_1,95.98566533177947
MAG_510.fa,505_2,45.368795083142864
MAG_518.fa,505_3,52.6861364231121
LandisEA_2021__SRS5652995__bin.10.fa,505_4,46.77462129212076
GCF_001435445.1_ASM143544v1_genomic.fa,505_5,90.69976954817736
DeFilippisF_xxxx__DS_64__bin.3.fa,506_1,54.40999406023937
GCF_000831645.3_ASM83164v3_genomic.fa,507_0,96.46284474859135
GCF_005404815.1_ASM540481v1_genomic.fa,508_0,95.78651462095974
GCF_007991935.1_ASM799193v1_genomic.fa,509_0,94.22598245426943
LeechJ_2020__ERS3967712__bin.13.fa,510_1,68.39733560220579
LeechJ_2020__ERS3967692__bin.4.fa,511_0,98.72109817707376
GCF_007992055.1_ASM799205v1_genomic.fa,512_1,92.83071097898369
MAG_548.fa,512_2,54.83271677917347
LandisEA_2021__SRS5653374__bin.3.fa,513_0,88.94792499672947
GCF_001438805.1_ASM143880v1_genomic.fa,514_0,93.10476821239779
GCF_002872255.1_ASM287225v1_genomic.fa,515_0,95.44578945052555
GCF_003946205.1_ASM394620v1_genomic.fa,516_1,92.7924786499422
GCF_003946625.1_ASM394662v1_genomic.fa,516_2,92.8165987849389
DeFilippisF_xxxx__DS_66__bin.10.fa,517_1,90.5416995936121
GCF_001434665.1_ASM143466v1_genomic.fa,517_2,92.75805823143038
GCF_003946605.1_ASM394660v1_genomic.fa,518_0,96.04385668918935
GCF_003946015.1_ASM394601v1_genomic.fa,519_1,101.36338821157935
DeFilippisF_xxxx__DS_69__bin.5.fa,520_1,99.82528811131434
MASTER_WP4_UNINA_1__ST007_71775__bin.34.fa,520_2,87.93003031920074
GCF_003946575.1_ASM394657v1_genomic.fa,520_3,101.0123325851464
GCF_001971585.1_ASM197158v1_genomic.fa,521_0,101.68950500355294
GCF_003946555.1_ASM394655v1_genomic.fa,522_0,100.96838906420031
GCF_003946505.1_ASM394650v1_genomic.fa,523_1,99.2330219350398
GCF_001050475.1_ASM105047v1_genomic.fa,524_0,101.6966964924301
GCF_001434295.1_ASM143429v1_genomic.fa,525_1,99.05170155671789
WalshAM_2020__ERS3466743__bin.6.fa,525_2,60.695365511630854
AlvarezOrdonezA_xxxx__Q03-28__bin.6.fa,525_3,59.09584800900193
DeFilippisF_xxxx__DF_5__bin.6.fa,526_1,82.85305032073857
GCF_003946515.1_ASM394651v1_genomic.fa,526_2,94.39529086014365
GCF_003946325.1_ASM394632v1_genomic.fa,527_0,95.03549839742215
DeFilippisF_xxxx__DS_68__bin.5.fa,528_0,38.79381522410329
DeFilippisF_xxxx__DS_69__bin.7.fa,529_0,86.56058504068643
AlvarezOrdonezA_xxxx__F02-18__bin.10.fa,530_1,97.64804708297925
AlvarezOrdonezA_xxxx__F01-19__bin.6.fa,531_1,68.91774485646258
DeFilippisF_xxxx__DS_12__bin.6.fa,531_2,67.08587823866732
LeechJ_xxxx__AF68__bin.13.fa,532_1,89.46866221817518
AlvarezOrdonezA_xxxx__F03-18__bin.4.fa,533_1,76.68810470389633
AlvarezOrdonezA_xxxx__F03-19__bin.9.fa,533_2,74.80805964396737
DeFilippisF_xxxx__DS_21__bin.9.fa,534_1,102.11019317470753
AlvarezOrdonezA_xxxx__F06-19__bin.1.fa,534_2,79.15812229869032
AlvarezOrdonezA_xxxx__Q04-27__bin.4.fa,534_3,75.0419079589216
DeFilippisF_xxxx__DS_93__bin.8.fa,534_4,95.28274490252082
DeFilippisF_xxxx__DS_20__bin.5.fa,534_5,101.46797092358582
DeFilippisF_xxxx__DS_12__bin.23.fa,534_6,79.84477171199025
AlvarezOrdonezA_xxxx__F02-18__bin.3.fa,534_7,56.641652305121056
FranciosaI_2021__SRR12227960__bin.8.fa,534_8,65.58067118735205
AlvarezOrdonezA_xxxx__C05-18__bin.17.fa,534_9,101.23963419320692
DeFilippisF_xxxx__DS_83__bin.8.fa,534_10,66.62117889098586
AlvarezOrdonezA_xxxx__F03-19__bin.2.fa,534_11,48.56433139931137
LeechJ_2020__ERS3967707__bin.10.fa,534_12,88.3101657975813
LeechJ_2020__ERS3967742__bin.2.fa,534_13,65.77691285070337
FerrocinoI_2018__SRS1779555__bin.3.fa,534_14,89.0177436854144
ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072.fa,534_15,102.60826203900274
FontanaF_2023__SRR20746871__bin.5.fa,534_16,98.79459495296243
DeFilippisF_xxxx__DS_105__bin.5.fa,534_17,58.44354462401684
MASTER_WP4_TEAGASC_1__TGS12-29__bin.10.fa,534_18,97.67725630415059
DeFilippisF_xxxx__DS_27__bin.1.fa,534_19,75.05853499140268
MAG_59.fa,534_20,30.313980429892723
MAG_572.fa,534_21,37.84851286119319
DeFilippisF_xxxx__DF_67__bin.7.fa,534_22,68.89287185852234
AlvarezOrdonezA_xxxx__F04-18__bin.3.fa,534_23,86.10342538258251
FontanaF_2023__SRR20746929__bin.9.fa,534_24,49.97439409588745
ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa,535_1,102.60276789249791
MAG_361.fa,535_2,25.46852744613629
MAG_360.fa,535_3,11.791451764249526
AlvarezOrdonezA_xxxx__F06-19__bin.2.fa,535_4,65.94926340919392
MAG_422.fa,535_5,72.81668248744698
CM_UNINA_FFOOD__FFOOD_285__bin.10.fa,535_6,78.176546955836
MASTER_WP4_UNINA_1__FO013_71775__bin.7.fa,535_7,98.11695382859176
DeFilippisF_xxxx__DS_78__bin.11.fa,535_8,54.712546152297
AlvarezOrdonezA_xxxx__Q07-27__bin.6.fa,535_9,61.988992515286554
FontanaF_2023__SRR20746831__bin.1.fa,535_10,74.05571757607204
LeechJ_xxxx__AF63__bin.8.fa,535_11,91.23222946376605
MAG_362.fa,535_12,68.12516599672598
MASTER_WP4_CSIC_2__P2599__bin.20.fa,535_13,93.5755530843729
MASTER_WP4_CSIC_1__P2250_73323__bin.3.fa,535_14,101.83094061018578
MASTER_WP4_TEAGASC_1__TGS06-22__bin.6.fa,535_15,82.9008354544644
WalshAM_2020__ERS3466748__bin.4.fa,535_16,84.02150461058629
DeFilippisF_xxxx__DF_8__bin.4.fa,535_17,98.59933932562636
FranciosaI_2021__SRR12227956__bin.2.fa,535_18,63.54346098604699
FranciosaI_2021__SRR12227960__bin.1.fa,535_19,63.63439302345402
DeFilippisF_xxxx__DS_97__bin.3.fa,535_20,89.0159604050688
DeFilippisF_xxxx__DS_84__bin.7.fa,535_21,94.67536255829496
DeFilippisF_xxxx__DS_66__bin.15.fa,535_22,77.52174126784013
MASTER_WP4_UNINA_1__SF013_71775__bin.7.fa,535_23,61.728659286357704
DeFilippisF_xxxx__DS_64__bin.15.fa,535_24,60.12723666148957
DeFilippisF_xxxx__DS_55__bin.14.fa,535_25,76.09122551279701
AlvarezOrdonezA_xxxx__F02-18__bin.4.fa,535_26,35.38012656127587
MASTER_WP4_CSIC_2__P2611__bin.7.fa,535_27,74.5673275173277
AlvarezOrdonezA_xxxx__Q05-27__bin.5.fa,535_28,77.54525293478702
AlvarezOrdonezA_xxxx__Q04-28__bin.15.fa,535_29,51.05700307668232
MAG_126.fa,535_30,65.08490287593405
CM_UNINA_FFOOD__FFOOD_331__bin.12.fa,535_31,64.57559603043423
MASTER_WP4_CSIC_2__P2624__bin.12.fa,535_32,65.36239566369392
MAG_376.fa,535_33,37.33450770848606
MASTER_WP4_CSIC_2__P2627__bin.5.fa,535_34,50.392502620315625
MASTER_WP4_UNINA_1__TO013_71775__bin.14.fa,535_35,59.08860954330574
MASTER_WP4_CSIC_1__P2248_73323__bin.1.fa,535_36,50.16301846126048
AlvarezOrdonezA_xxxx__Q04-27__bin.9.fa,535_37,53.81741580931137
CM_INJERA__injera_E1__bin.13.fa,535_38,59.62245849583533
MAG_433.fa,535_39,7.457759529407591
DeFilippisF_xxxx__DS_55__bin.2.fa,536_0,76.38078178992572
LandisEA_2021__SRS5653155__bin.1.fa,537_1,101.49770850991017
MASTER_WP4_FFoQSI_2__VB04-27__bin.3.fa,537_2,75.21700953057912
MASTER_WP4_FFoQSI_2__VB15-27__bin.5.fa,537_3,85.59828305404902
CM_UNINA_FFOOD__FFOOD_291__bin.4.fa,537_4,83.42928648084832
MASTER_WP4_CSIC_2__P2551__bin.10.fa,537_5,82.10766693478702
CM_UNINA_FFOOD__FFOOD_304__bin.1.fa,537_6,68.65598847216847
MASTER_WP4_CSIC_2__P2549__bin.16.fa,537_7,55.619501260505956
MASTER_WP4_CSIC_2__P2544__bin.13.fa,537_8,72.48632908429653
MASTER_WP4_UNINA_1__MO005_73417__bin.9.fa,537_9,101.3930391671795
MASTER_WP4_UNINA_1__PM012_71775__bin.21.fa,537_10,77.85834704352547
FontanaF_2023__SRR20746938__bin.7.fa,537_11,80.63735020085771
FontanaF_2023__SRR20746929__bin.6.fa,537_12,62.61115239343717
MilaniC_2019__SRS3591582__bin.8.fa,537_13,68.54758267730654
CM_UNINA_FFOOD__FFOOD_296__bin.9.fa,537_14,86.50044331150232
MASTER_WP4_UNINA_1__PM003_71775__bin.17.fa,537_15,78.0338767566624
DeFilippisF_xxxx__DF_86__bin.5.fa,537_16,88.17855343395898
MASTER_WP4_UNINA_1__CF008_71775__bin.3.fa,537_17,74.97544024088805
MASTER_WP4_UNINA_1__AS001_71775__bin.13.fa,537_18,61.34912673479562
MAG_532.fa,537_19,74.14703923104038
MASTER_WP4_CSIC_2__P2605__bin.5.fa,537_20,86.62800657704024
MASTER_WP4_CSIC_2__P2609__bin.14.fa,537_21,76.01218400151829
MASTER_WP4_CSIC_2__P2628__bin.26.fa,537_22,73.3989878363202
MASTER_WP4_CSIC_2__P2631__bin.13.fa,537_23,72.52345919188743
MASTER_WP4_UNINA_1__FO007_71775__bin.52.fa,537_24,80.77848212471787
MASTER_WP4_UNINA_2__M-27__bin.15.fa,537_25,57.17615617290657
MASTER_WP4_CSIC_2__P2607__bin.4.fa,537_26,80.22608522605645
MASTER_WP4_UNINA_1__PR004_71775__bin.9.fa,537_27,74.26433281884553
CM_UNINA_FFOOD__FFOOD_429__bin.1.fa,537_28,68.89660625688768
MASTER_WP4_UNINA_1__MO011_71775__bin.7.fa,537_29,72.19874732949734
MASTER_WP4_CSIC_2__P2629__bin.15.fa,537_30,65.40802638525496
MASTER_WP4_CSIC_2__P2611__bin.12.fa,537_31,67.32290888506698
MAG_537.fa,537_32,36.004471821370004
MAG_515.fa,538_1,45.932648458078994
MAG_523.fa,538_2,35.91583466591431
SalgadoTS_2021__SRR13801804__bin.3.fa,539_1,101.77614274636906
WalshL_xxxx__Q10__bin.3.fa,539_2,59.12831073299577
WalshAM_2016__ERS1354646__bin.1.fa,539_3,58.85974759647282
MAG_39.fa,539_4,36.798632997712424
WalshL_xxxx__O7__bin.1.fa,539_5,79.1242752527936
WalshL_xxxx__O8__bin.9.fa,539_6,58.086064914313
FontanaF_2023__SRR20746856__bin.4.fa,539_7,50.96445835013882
MASTER_WP4_CSIC_2__P2619__bin.36.fa,539_8,64.94204552112011
MASTER_WP4_CSIC_2__P2620__bin.9.fa,540_1,101.54515550332638
GCF_001434145.1_ASM143414v1_genomic.fa,540_2,101.81624126352085
FontanaF_2023__SRR20746916__bin.3.fa,540_3,63.34708573955745
GCF_002276885.1_ASM227688v1_genomic.fa,541_1,98.08655527166705
YouL_2022__SRR13308537__bin.10.fa,541_2,58.74798077482108
YouL_2022__SRR13308528__bin.4.fa,541_3,63.500783992527964
DeFilippisF_xxxx__DF_30__bin.3.fa,542_1,101.36236032483694
LeechJ_2020__ERS3967735__bin.8.fa,542_2,100.04289948797708
CM_UNINA_FFOOD__FFOOD_375__bin.1.fa,542_3,54.57880347636024
MASTER_WP4_UNINA_1__GR001_73417__bin.3.fa,543_1,93.17160573031403
CM_UNINA_FFOOD__FFOOD_300__bin.9.fa,543_2,85.00200947112212
CM_UNINA_FFOOD__FFOOD_290__bin.7.fa,544_0,79.62056459378985
ChaconVargasK_2020__SRS6087091__bin.10.fa,545_1,73.23428888761981
GCF_001434655.1_ASM143465v1_genomic.fa,545_2,100.23661100550893
DeFilippisF_xxxx__DF_79__bin.7.fa,545_3,95.4582108935772
MortensenS_xxxx__WK027-2-G-48h-04A3_S103__bin.2.fa,545_4,98.57071737859061
MortensenS_xxxx__WK001T-1-G-00h-05I5_S129__bin.3.fa,545_5,100.25092639253285
MortensenS_xxxx__WK013-1-L-48h-02B5_S74__bin.5.fa,545_6,49.973788114532816
MortensenS_xxxx__WK014-2-G-48h-01D8_S14__bin.3.fa,545_7,43.2337691533035
MortensenS_xxxx__WK024-1-L-48h-02G7_S121__bin.8.fa,545_8,54.258918760077904
MortensenS_xxxx__WK006-2-L-48h-01H6_S48__bin.5.fa,545_9,51.29471799971299
MortensenS_xxxx__WK001T-1-L-04h-05E2_S90__bin.7.fa,545_10,51.074416106920836
MortensenS_xxxx__WK056-1-L-48h-04F7_S23__bin.6.fa,545_11,50.41572477984522
LeechJ_2020__ERS3967727__bin.5.fa,545_12,65.79621339252925
MortensenS_xxxx__WK001T-1-L-00h-05D3_S82__bin.1.fa,545_13,56.13179248534125
MortensenS_xxxx__WK001T-1-L-02h-05D7_S86__bin.1.fa,545_14,48.55281962722747
MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3.fa,546_1,99.23083122215817
MortensenS_xxxx__WK062-2-L-08h-04I5_S48__bin.7.fa,546_2,41.239129191886455
MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin.4.fa,546_3,65.92152933521079
MortensenS_xxxx__WK060-2-L-48h-04H7_S41__bin.3.fa,546_4,46.154716108985404
LandisEA_2021__SRS5653155__bin.4.fa,546_5,98.32735695299363
LeechJ_2020__ERS3967722__bin.4.fa,546_6,97.28139187348872
MAG_507.fa,546_7,64.71017876391133
FontanaF_2023__SRR20746856__bin.2.fa,546_8,92.68875659599202
MASTER_WP4_CSIC_2__P2549__bin.17.fa,546_9,66.63880171163845
YouL_2022__SRR13308541__bin.6.fa,546_10,84.56277370683009
LeechJ_2020__ERS3967690__bin.1.fa,546_11,98.13806353365501
MASTER_WP4_UNINA_1__FO011_71775__bin.9.fa,546_12,63.8896739272623
MortensenS_xxxx__WK032-2-G-48h-04A8_S108__bin.3.fa,546_13,45.4144223903518
MAG_535.fa,546_14,26.210486447843376
DeFilippisF_xxxx__DF_96__bin.15.fa,547_1,92.4701503345788
CM_UNINA_FFOOD__FFOOD_420__bin.6.fa,547_2,49.25815125038364
MAG_511.fa,547_3,69.58648281035205
MAG_525.fa,547_4,40.1663811173079
GCF_001436255.1_ASM143625v1_genomic.fa,548_1,100.32494665367479
DeFilippisF_xxxx__DF_61__bin.3.fa,548_2,97.1853718280149
DeFilippisF_xxxx__DF_94__bin.4.fa,548_3,58.708597164875826
GCF_001434135.1_ASM143413v1_genomic.fa,549_0,99.67185768565874
CM_UNINA_FFOOD__FFOOD_363__bin.10.fa,550_0,49.884904891476275
GCF_001433825.1_ASM143382v1_genomic.fa,551_1,94.50279265666128
CrovadoreJ_2017__SRS1929208__bin.2.fa,551_2,57.078614483216576
CrovadoreJ_2017__SRS1919172__bin.12.fa,552_0,41.72145939477235
GCF_001435995.1_ASM143599v1_genomic.fa,553_0,92.75508492222241
MASTER_WP4_UNINA_1__PM002_71775__bin.14.fa,554_1,93.80022500447942
LeechJ_xxxx__AF25__bin.5.fa,555_0,97.96540379538271
GCF_001434895.1_ASM143489v1_genomic.fa,556_0,93.85398503121064
GCF_001436595.1_ASM143659v1_genomic.fa,557_0,88.28590144578477
GCF_001433995.1_ASM143399v1_genomic.fa,558_0,96.10321284496476
GCF_000785105.2_ASM78510v2_genomic.fa,559_0,98.45068113456183
GCF_007989765.1_ASM798976v1_genomic.fa,560_0,98.0204200023089
MotaGutierrezJ_2021__SRR11602140__bin.27.fa,561_1,85.35038078991111
GCF_001435975.1_ASM143597v1_genomic.fa,561_2,84.47133853447173
GCF_001702155.1_ASM170215v1_genomic.fa,562_1,84.4449588896996
MASTER_WP4_UNINA_2__D-22__bin.15.fa,562_2,84.146093648948
LeechJ_2020__ERS3967740__bin.11.fa,563_1,98.02437299730677
ChaconVargasK_2020__SRS6087091__bin.16.fa,564_0,63.71163139696767
ArikanM_2020__ERS1875938__bin.4.fa,565_1,100.58624676192431
SulaimanJ_2014__SRS398267__bin.6.fa,566_1,81.4811521162723
LiZ_2019__SRS3379159__bin.2.fa,566_2,54.17539113783319
MASTER_WP4_FFoQSI_2__VB10-22__bin.15.fa,566_3,82.05310714018572
LeechJ_xxxx__AF25__bin.11.fa,566_4,71.99980461686312
LeechJ_xxxx__AF63__bin.4.fa,567_0,74.83769729998285
MASTER_WP4_UNINA_1__GO004_71775__bin.3.fa,568_0,69.47412559445425
LiZ_2018__SRS2920555__bin.25.fa,569_1,95.03928643218848
SternesPR_2017__Y2D1_A_shotgun__bin.5.fa,570_1,82.15987551584476
SternesPR_2017__Y2D1_B_shotgun__bin.1.fa,570_2,75.74866657570996
SternesPR_2017__Y1D1_A_shotgun__bin.7.fa,570_3,61.286820168115675
SternesPR_2017__Y1D1_B_shotgun__bin.6.fa,570_4,70.91243688527632
SternesPR_2017__T2D1_A_shotgun__bin.5.fa,570_5,51.40357474912717
GCA_009932455.1_ASM993245v1_genomic.fa,570_6,13.712061765619584
LiZ_2018__SRS2920550__bin.12.fa,571_1,87.41440627562623
MAG_372.fa,572_0,58.64729647396147
LeechJ_xxxx__AF66__bin.13.fa,573_0,57.33229321432813
MAG_531.fa,574_0,56.44087176021022
ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003.fa,575_1,103.30489508078925
AlvarezOrdonezA_xxxx__C03-19__bin.12.fa,576_0,81.98813225134914
MASTER_WP4_TEAGASC_1__TGS07-22__bin.2.fa,577_0,91.12334426071696
MASTER_WP4_UNINA_2__V-30__bin.11.fa,578_1,54.798067810122745
MASTER_WP4_CSIC_2__P2561__bin.3.fa,578_2,61.73867136840731
LeechJ_xxxx__AF14__bin.10.fa,578_3,52.15194422894424
MASTER_WP4_CSIC_2__P2614__bin.19.fa,578_4,58.90470709088084
AlvarezOrdonezA_xxxx__C08-18__bin.12.fa,578_5,50.731965268402135
KastmanEK_2016__CSB720__bin.5.fa,579_1,92.98584034307456
MASTER_WP4_TEAGASC_1__TGS15-29__bin.18.fa,579_2,45.16912532565425
MASTER_WP4_CSIC_2__P2588__bin.22.fa,580_1,92.27397061958028
KastmanEK_2016__CSB734__bin.5.fa,580_2,52.75413430774773
MASTER_WP4_CSIC_2__P2598__bin.8.fa,580_3,88.37376339600975
KastmanEK_2016__CSB600__bin.6.fa,581_0,84.03869990863303
MASTER_WP4_CSIC_1__P2137_73322__bin.1.fa,582_0,89.3313198368601
LeechJ_xxxx__AF17__bin.2.fa,583_0,89.44411456948087
MASTER_WP4_CSIC_1__P2137_73322__bin.36.fa,584_0,73.21792581760438
AlvarezOrdonezA_xxxx__Q03-30__bin.8.fa,585_1,94.55611869365475
DeFilippisF_xxxx__DS_105__bin.8.fa,586_1,94.10687487704742
ODFM-BA-A-0144-001_Penicillium_roqueforti_CECT_2905.fa,587_1,102.43062851307266
MASTER_WP4_UNINA_1__SP009_71775__bin.32.fa,588_1,97.30961596406436
AlvarezOrdonezA_xxxx__F05-18__bin.5.fa,589_1,84.70998279397556
AlvarezOrdonezA_xxxx__C02-19__bin.6.fa,589_2,48.63684739765753
MASTER_WP4_UNINA_2__O-30__bin.13.fa,589_3,97.9246274897127
MASTER_WP4_CSIC_2__P2616__bin.2.fa,589_4,59.25215332303581
AlvarezOrdonezA_xxxx__Q06-30__bin.5.fa,589_5,38.08128823813026
MASTER_WP4_CSIC_2__P2560__bin.1.fa,589_6,96.65946003186951
AlvarezOrdonezA_xxxx__Q08-29__bin.9.fa,589_7,95.31797420759533
XieM_2019__SAMC044639__bin.29.fa,589_8,91.0670916695687
AlvarezOrdonezA_xxxx__Q06-30__bin.1.fa,590_0,63.85185910098199
MASTER_WP4_UNINA_1__SF013_71775__bin.21.fa,591_0,91.41267177844885
LiZ_2018__SRS2920553__bin.2.fa,592_1,93.88413848508146
DuR_2020__DRS139335__bin.6.fa,592_2,71.22580520736174
LiZ_2018__SRS2920550__bin.14.fa,593_0,67.61292027440734
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.41.fa,594_0,69.78916246582203
MASTER_WP4_FFoQSI_1__VB-09-BD__bin.42.fa,595_1,97.47517650748077
MASTER_WP4_TEAGASC_1__TGS08-29__bin.46.fa,596_0,92.77527790453149
LiZ_2018__SRS2920550__bin.19.fa,597_1,93.06176992057013
LeechJ_2020__ERS3967694__bin.5.fa,598_1,89.09992657467632
ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396.fa,599_1,102.19831831400701
DeRoosJ_2020__B13M__bin.2.fa,600_1,65.78636984696767
GCF_011074885.1_ASM1107488v2_genomic.fa,600_2,99.95391071358411
MortensenS_xxxx__WK034-1-L-48h-03C5_S42__bin.4.fa,600_3,59.15497923971241
MortensenS_xxxx__WK037-2-G-48h-04B4_S113__bin.1.fa,600_4,81.67074042738503
MortensenS_xxxx__WK003-2-L-48h-01G3_S36__bin.9.fa,600_5,68.38259168410771
MortensenS_xxxx__WK028-2-G-48h-04A4_S104__bin.7.fa,600_6,52.42349947937827
MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin.3.fa,600_7,53.132568484356646
LeechJ_xxxx__AF17__bin.1.fa,601_1,100.41613803715536
LeechJ_xxxx__AF81__bin.2.fa,601_2,68.5989670244189
MASTER_WP4_CSIC_2__P2524__bin.3.fa,602_0,89.63968116368649
MASTER_WP4_TEAGASC_1__TGS06-22__bin.9.fa,603_0,89.7346774793514
MASTER_WP4_TEAGASC_1__TGS05-22__bin.2.fa,604_0,99.00607316740528
MASTER_WP4_CSIC_2__P2597__bin.1.fa,605_1,94.28136276453242
LeechJ_2020__ERS3967732__bin.5.fa,605_2,63.116973738390165
LeechJ_xxxx__AF63__bin.3.fa,605_3,54.576822489399376
MASTER_WP4_UNINA_2__A-22__bin.12.fa,606_1,67.2994780826088
MilaniC_2019__SRS3591582__bin.9.fa,606_2,63.38633147156049
MASTER_WP4_TEAGASC_1__TGS03-22__bin.2.fa,607_0,71.85260206723551
DuR_2020__DRS139335__bin.20.fa,608_1,74.23276025745295
ODFM-BA-A-0051-001_Pichia_kluyveri_CBA6002.fa,608_2,23.72414494037859
DuR_2020__DRS139334__bin.19.fa,608_3,77.52774187340746
CM_INJERA__injera_E1__bin.22.fa,608_4,70.33742618120893
LeechJ_xxxx__AF82__bin.10.fa,609_0,69.75282609205777
MASTER_WP4_CSIC_2__P2599__bin.11.fa,610_0,78.49487098838144
MASTER_WP4_UNINA_2__U-22__bin.7.fa,611_0,92.23383209730079
