genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
MASTER_WP4_UNINA_2__V-30__bin.19.fa,433_1,0.050000000000000044,average,fastANI,433
MagliuloR_2024__SRR28235349__bin.1.fa,433_1,0.050000000000000044,average,fastANI,433
MagliuloR_2024__SRR28235391__bin.3.fa,433_1,0.050000000000000044,average,fastANI,433
DeFilippisF_xxxx__DF_67__bin.30.fa,433_2,0.050000000000000044,average,fastANI,433
FontanaF_2023__SRR20746831__bin.5.fa,433_2,0.050000000000000044,average,fastANI,433
MASTER_WP4_CSIC_1__P2247_73323__bin.28.fa,433_2,0.050000000000000044,average,fastANI,433
MASTER_WP4_CSIC_2__P2553__bin.2.fa,433_2,0.050000000000000044,average,fastANI,433
MASTER_WP4_CSIC_2__P2554__bin.14.fa,433_2,0.050000000000000044,average,fastANI,433
MASTER_WP4_CSIC_2__P2555__bin.9.fa,433_2,0.050000000000000044,average,fastANI,433
MASTER_WP4_CSIC_2__P2556__bin.12.fa,433_2,0.050000000000000044,average,fastANI,433
MASTER_WP4_CSIC_2__P2557__bin.2.fa,433_2,0.050000000000000044,average,fastANI,433
MASTER_WP4_CSIC_2__P2559__bin.12.fa,433_2,0.050000000000000044,average,fastANI,433
MASTER_WP4_CSIC_2__P2560__bin.16.fa,433_2,0.050000000000000044,average,fastANI,433
MASTER_WP4_CSIC_2__P2561__bin.10.fa,433_2,0.050000000000000044,average,fastANI,433
MASTER_WP4_CSIC_2__P2623__bin.28.fa,433_2,0.050000000000000044,average,fastANI,433
ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21.fa,433_2,0.050000000000000044,average,fastANI,433
YouL_2022__SRR13308542__bin.19.fa,433_2,0.050000000000000044,average,fastANI,433
GCF_019655995.1_ASM1965599v1_genomic.fa,434_0,0.050000000000000044,average,fastANI,434
GCF_019444005.1_ASM1944400v1_genomic.fa,435_1,0.050000000000000044,average,fastANI,435
LeechJ_2020__ERS3967723__bin.19.fa,435_1,0.050000000000000044,average,fastANI,435
LeechJ_2020__ERS3967724__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
LeechJ_xxxx__AF89__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MAG_478.fa,435_1,0.050000000000000044,average,fastANI,435
MASTER_WP4_UNINA_2__D-22__bin.7.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK004-1-L-08h-01G4_S37__bin.3.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK004-1-L-48h-01G5_S38__bin.12.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK004-2-G-48h-01C7_S4__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK004-2-L-08h-01G6_S39__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK006-1-L-08h-01H3_S45__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.9.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK006-2-G-48h-01C9_S6__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK006-2-L-08h-01H5_S47__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK006-2-L-48h-01H6_S48__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK007-1-L-08h-01H7_S49__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK007-1-L-48h-01H8_S50__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK007-2-G-48h-01D1_S7__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK007-2-L-08h-01H9_S51__bin.3.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK009-1-L-08h-01I6_S57__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK009-1-L-48h-01I7_S58__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK009-2-G-48h-01D3_S9__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK009-2-L-08h-01I8_S59__bin.11.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK009-2-L-48h-01I9_S60__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK010-1-L-08h-02A1_S61__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK010-1-L-48h-02A2_S62__bin.7.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK010-2-G-48h-01D4_S10__bin.3.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK010-2-L-08h-02A3_S63__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK010-2-L-48h-02A4_S64__bin.3.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.9.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin.10.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK011-2-G-48h-01D5_S11__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK011-2-L-08h-02A7_S67__bin.7.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.7.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK012-1-L-08h-02A9_S69__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK012-1-L-48h-02B1_S70__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK012-2-L-08h-02B2_S71__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK012-2-L-48h-02B3_S72__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK014-1-L-08h-02B8_S77__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK014-1-L-48h-02B9_S78__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK014-2-G-48h-01D8_S14__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK014-2-L-08h-02C1_S79__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK014-2-L-48h-02C2_S80__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK016-1-L-08h-02C7_S85__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK016-1-L-48h-02C8_S86__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK016-2-G-48h-01E1_S16__bin.7.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK016-2-L-08h-02C9_S87__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK016-2-L-48h-02D1_S88__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK021-1-L-08h-02E9_S105__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK021-2-G-48h-01E6_S21__bin.7.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK022-1-L-08h-02F7_S112__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK022-1-L-48h-02F8_S113__bin.14.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK022-2-G-48h-01E7_S22__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK022-2-L-08h-02F9_S114__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK022-2-L-48h-02G1_S115__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK024-1-L-08h-02G6_S120__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK024-1-L-48h-02G7_S121__bin.7.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK024-2-G-48h-01E9_S24__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK024-2-L-08h-02G8_S122__bin.7.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK024-2-L-48h-02G9_S123__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK025-1-L-08h-02H4_S5__bin.10.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK025-2-L-08h-02H6_S7__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK030-1-L-08h-03A6_S25__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK030-1-L-48h-03A7_S26__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK030-2-G-48h-04A6_S106__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK030-2-L-08h-03A8_S27__bin.9.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK030-2-L-48h-03A9_S28__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK031-2-G-48h-04A7_S107__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK031-2-L-08h-03B3_S31__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.12.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK033-2-G-48h-04A9_S109__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK034-2-L-08h-03C6_S43__bin.11.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK037-1-L-08h-03D7_S53__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK037-1-L-48h-03D8_S54__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK037-2-G-48h-04B4_S113__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK037-2-L-08h-03D9_S55__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK037-2-L-48h-03E1_S56__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK043-1-L-08h-03G4_S77__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK043-1-L-48h-03G5_S78__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK043-2-G-48h-04C1_S119__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK043-2-L-08h-03G6_S79__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK043-2-L-48h-03G7_S80__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK044-1-L-08h-03G8_S81__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK044-1-L-48h-03G9_S82__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK044-2-G-48h-04C2_S120__bin.3.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK044-2-L-08h-03H1_S83__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK044-2-L-48h-03H2_S84__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK045-1-L-08h-03H3_S85__bin.3.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK045-1-L-48h-03H4_S86__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK045-2-G-48h-04C3_S121__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK045-2-L-08h-03H5_S87__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK050-1-L-08h-04C7_S125__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK050-1-L-48h-04C8_S126__bin.7.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK050-2-G-48h-04D2_S129__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK050-2-L-08h-04C9_S127__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK050-2-L-48h-04D1_S128__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK055-1-L-08h-04F2_S18__bin.7.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK055-1-L-48h-04F3_S19__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK055-2-L-08h-04F4_S20__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK055-2-L-48h-04F5_S21__bin.3.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK056-1-L-08h-04F6_S22__bin.3.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK056-1-L-48h-04F7_S23__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK056-2-G-48h-05G8_S114__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK056-2-L-08h-04F8_S24__bin.9.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK056-2-L-48h-04F9_S25__bin.3.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK062-1-L-48h-04I4_S47__bin.3.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.5.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK062-2-L-48h-04I6_S49__bin.2.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK064-1-L-48h-05A3_S55__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK064-2-G-48h-05H7_S122__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK064-2-L-08h-05A4_S56__bin.12.fa,435_1,0.050000000000000044,average,fastANI,435
MortensenS_xxxx__WK064-2-L-48h-05A5_S57__bin.6.fa,435_1,0.050000000000000044,average,fastANI,435
MotaGutierrezJ_2021__SRR11602139__bin.22.fa,435_1,0.050000000000000044,average,fastANI,435
MotaGutierrezJ_2021__SRR11602140__bin.26.fa,435_1,0.050000000000000044,average,fastANI,435
MotaGutierrezJ_2021__SRR11602143__bin.21.fa,435_1,0.050000000000000044,average,fastANI,435
MotaGutierrezJ_2021__SRR11602144__bin.33.fa,435_1,0.050000000000000044,average,fastANI,435
MotaGutierrezJ_2021__SRR11602147__bin.12.fa,435_1,0.050000000000000044,average,fastANI,435
MotaGutierrezJ_2021__SRR11602148__bin.36.fa,435_1,0.050000000000000044,average,fastANI,435
MotaGutierrezJ_2021__SRR11602148__bin.7.fa,435_1,0.050000000000000044,average,fastANI,435
MotaGutierrezJ_2021__SRR11602150__bin.8.fa,435_1,0.050000000000000044,average,fastANI,435
MotaGutierrezJ_2021__SRR11602151__bin.32.fa,435_1,0.050000000000000044,average,fastANI,435
MotaGutierrezJ_2021__SRR11602154__bin.26.fa,435_1,0.050000000000000044,average,fastANI,435
MotaGutierrezJ_2021__SRR11602155__bin.17.fa,435_1,0.050000000000000044,average,fastANI,435
VerceM_2019__ERS1807708__bin.1.fa,435_1,0.050000000000000044,average,fastANI,435
VerceM_2019__ERS1807709__bin.4.fa,435_1,0.050000000000000044,average,fastANI,435
GCF_001435235.1_ASM143523v1_genomic.fa,436_1,0.050000000000000044,average,fastANI,436
MASTER_WP4_UNINA_2__F-22__bin.1.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK003-2-L-48h-01G3_S36__bin.4.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK013-2-G-48h-01D7_S13__bin.8.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.10.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK039-1-L-08h-03E6_S61__bin.5.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK039-1-L-48h-03E7_S62__bin.10.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK039-2-G-48h-04B6_S115__bin.1.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK039-2-L-08h-03E8_S63__bin.1.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK039-2-L-48h-03E9_S64__bin.11.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK041-1-L-08h-03F5_S69__bin.9.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK041-2-G-48h-04B8_S117__bin.8.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK041-2-L-08h-03F7_S71__bin.6.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK043-2-G-48h-04C1_S119__bin.3.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK047-1-L-08h-03I2_S93__bin.4.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK047-1-L-48h-03I3_S94__bin.4.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK047-2-G-48h-04C5_S123__bin.3.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK047-2-L-08h-03I4_S95__bin.3.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK047-2-L-48h-03I5_S96__bin.5.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK050-1-L-08h-04C7_S125__bin.1.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK050-2-G-48h-04D2_S129__bin.3.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK050-2-L-08h-04C9_S127__bin.4.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin.6.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK056-2-G-48h-05G8_S114__bin.8.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK057-1-L-08h-04G1_S26__bin.1.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK057-1-L-48h-04G2_S27__bin.2.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK057-2-G-48h-05G9_S115__bin.7.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK057-2-L-08h-04G3_S28__bin.1.fa,436_1,0.050000000000000044,average,fastANI,436
MortensenS_xxxx__WK057-2-L-48h-04G4_S29__bin.4.fa,436_1,0.050000000000000044,average,fastANI,436
GCF_001435195.1_ASM143519v1_genomic.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.12.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001-2-G-48h-01C4_S1__bin.9.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.10.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-1-G-00h-05I5_S129__bin.4.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-1-L-00h-05D3_S82__bin.5.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-1-L-02h-05D7_S86__bin.5.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-1-L-04h-05E2_S90__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-1-L-08h-05E6_S94__bin.1.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-1-L-16h-05F1_S98__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-1-L-48h-05F9_S106__bin.3.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-2-G-00h-05I6_S130__bin.3.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-2-L-00h-05D4_S83__bin.1.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-2-L-02h-05D8_S87__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-2-L-04h-05E3_S91__bin.6.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-2-L-08h-05E7_S95__bin.10.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-2-L-16h-05F2_S99__bin.7.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK001T-2-L-48h-05G1_S107__bin.4.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK002-1-L-08h-01F5_S29__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.8.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK002-2-G-48h-01C5_S133__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK002-2-G-48h-01C5_S1__bin.5.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK002-2-G-48h-01C5_S2__bin.4.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK002-2-L-08h-01F7_S31__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK002-2-L-48h-01F8_S32__bin.8.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK003-1-L-08h-01F9_S33__bin.3.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK003-1-L-48h-01G1_S34__bin.9.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK003-2-G-48h-01C6_S3__bin.5.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK003-2-L-08h-01G2_S35__bin.5.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK003-2-L-48h-01G3_S36__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK004-1-L-08h-01G4_S37__bin.1.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK004-1-L-48h-01G5_S38__bin.4.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK004-2-G-48h-01C7_S4__bin.5.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK004-2-L-08h-01G6_S39__bin.7.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.1.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK010-1-L-08h-02A1_S61__bin.4.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK010-1-L-48h-02A2_S62__bin.3.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK010-2-G-48h-01D4_S10__bin.4.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK010-2-L-08h-02A3_S63__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK010-2-L-48h-02A4_S64__bin.10.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.6.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin.1.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK011-2-G-48h-01D5_S11__bin.1.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK011-2-L-08h-02A7_S67__bin.3.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.3.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK013-1-L-48h-02B5_S74__bin.6.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK013-2-G-48h-01D7_S13__bin.10.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK013-2-L-48h-02B7_S76__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK014-1-L-08h-02B8_S77__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK014-1-L-48h-02B9_S78__bin.1.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK014-2-L-08h-02C1_S79__bin.4.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK015-2-G-48h-01D9_S15__bin.3.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK015-2-L-08h-02C5_S83__bin.7.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.4.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK016-1-L-08h-02C7_S85__bin.8.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK016-1-L-48h-02C8_S86__bin.3.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK016-2-G-48h-01E1_S16__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK016-2-L-08h-02C9_S87__bin.10.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK016-2-L-48h-02D1_S88__bin.1.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK017-1-L-08h-02D2_S89__bin.4.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK017-1-L-48h-02D3_S90__bin.2.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK017-2-G-48h-01E2_S17__bin.4.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK017-2-L-08h-02D4_S91__bin.3.fa,437_1,0.050000000000000044,average,fastANI,437
MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin.5.fa,437_1,0.050000000000000044,average,fastANI,437
